Market,Headline,Signal,Sentiment,Sent_Conf,Emotion,Emo_Conf,Score,Date,Source,Run_Time
Commodities,"Winnipeg Jets sign captain Adam Lowry to 5-year, $25M contact extension. The Winnipeg Jets announced they have signed captain Adam Lowry to a contract extension to keep him in a Jets uniform for the n",⚪ Neutral,Neutral,0.976,neutral,0.865,0.0,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Chinese Copper Demand Sags in Busy Season After Prices Surge. As the busy period for Chinese manufacturing draws to a close, copper consumption has largely disappointed, with run rates at fabricators ",🟠 Sell,Negative,1.0,disappointment,0.807,-1.1,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Oil Prices Edge Higher as Traders Brace for Russian Sanctions Deadline. Oil prices moved higher in early Asian trade on Thursday, with benchmarks partially recovering from a nearly 2% drop in the prev",🟠 Sell,Negative,1.0,neutral,0.816,-1.2,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,Chinese Copper Demand Sags in Busy Season After Prices Surge.,🟠 Sell,Negative,1.0,disappointment,0.684,-1.1,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Netflix And Wednesday Creators Adapting Acclaimed Comic Series. Image courtesy of Netflix.
Netflix has recently struck gold in the world of animation, and the streamer looks to continue that winning s",⚪ Neutral,Neutral,0.877,neutral,0.785,0.0,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,Bitget Shatters New Milestone with $5B in Stock Futures Cumulative Trading Volume. Bitget surpasses $5B in stock futures volume as demand for tokenized equity trading accelerates globally.......,🟢 Buy,Positive,1.0,neutral,0.718,1.2,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"India seeks tankers for West Asia oil after Russia sanctions. Roughly a dozen vessels have been chartered so far this week to ship crude from countries including Saudi Arabia, Kuwait, Iraq and the Uni",⚪ Neutral,Neutral,1.0,neutral,0.949,0.0,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Oil edges up as US peace push may add to oversupply, though stockpile pull lends support. Oil prices edged higher on Thursday after yesterday's minor dip. The market is navigating through uncertainty ",🟠 Sell,Negative,0.99,neutral,0.52,-1.196,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,Shale Oil’s Next Revolution Should Worry OPEC.,🟢 Buy,Positive,0.995,nervousness,0.305,1.098,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Bitget Shatters New Milestone with $5B in Stock Futures Cumulative Trading Volume. VICTORIA, Seychelles, Nov. 19, 2025 (GLOBE NEWSWIRE) — Bitget, the world’s largest Universal Exchange (UEX), today an",🟢 Buy,Positive,1.0,neutral,0.386,1.2,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Gold edges lower as dollar gains, traders pare down US rate cut bets. Gold prices dip as a stronger dollar and reduced US rate cut expectations weigh down the market ahead of jobs report.",🟠 Sell,Negative,1.0,neutral,0.797,-1.2,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Braves re-sign closer Raisel Iglesias, aquire Gold Glover Mauricio Dubón in trade with Astros. The Atlanta Braves upgraded their defense and stabilized the back of their bullpen with a pair of transac",⚪ Neutral,Neutral,0.971,neutral,0.921,0.0,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Braves re-sign closer Raisel Iglesias, acquire Gold Glover Mauricio Dubón in trade with Astros. The Atlanta Braves upgraded their defense and stabilized the back of their bullpen with a pair of transa",⚪ Neutral,Neutral,0.984,neutral,0.919,0.0,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"White House announces new oil and gas drilling off California and Florida - The Guardian. <a href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxPR3NHd0Nsc1lwRkUyTlZJeW1jUWZzNkRvNUJKclBiMVN4dFFW",⚪ Neutral,Neutral,1.0,neutral,0.953,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,Stock futures higher as Nvidia's strong forecast reignites the AI trade: Live updates - CNBC. Stock futures higher as Nvidia's strong forecast reignites the AI trade: Live updatesCNBC Bloomberg Daybre,🟢 Buy,Positive,1.0,neutral,0.919,1.2,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Oil rebounds as deadline on US sanctions waiver looms. Oil prices edged higher Thursday, recovering from previous losses as markets weighed U.S. proposals for ending the Ukraine war.  The U.S. has sig",🟢 Buy,Positive,0.991,neutral,0.803,1.197,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Oil slides as US pushes for Russia-Ukraine peace deal - Reuters. <a href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxNaFF6U2FnOWppcEFIVjhYRGJYRFdmRTNwbGhjXzdKczVxRk9fZ0FUNnZvRVh4OGk4OUItYnpzR",⚪ Neutral,Neutral,1.0,neutral,0.953,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Trump administration proposes opening waters off California and Florida to oil drilling - Politico. <a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxOMHRMalBBeUs1UldhbmF5eEVLRXAxNUZUcUYyYX",⚪ Neutral,Neutral,1.0,neutral,0.955,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Crews race to contain oil spill in Ventura County creek - Los Angeles Times. <a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxNS3lGUm5JRGxxR05rNm92WlVzX3JYYnVOWWw2RHhmeHRjQUNuM082cXNVZTliN",⚪ Neutral,Neutral,1.0,neutral,0.952,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Stock market today: Dow, S&P 500, Nasdaq futures tip lower with Wall Street set to end roller coaster week - Yahoo Finance. <a href=""https://news.google.com/rss/articles/CBMi6AFBVV95cUxPUUJHSWdyT1dSaj",⚪ Neutral,Neutral,1.0,neutral,0.957,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Trump opens parts of Florida, California waters up to offshore oil drilling, breaking decades of precedent - CNN. <a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxONVpSemcwd2hZeEVqVk5TU1JW",⚪ Neutral,Neutral,1.0,neutral,0.943,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Huge swath of Florida's Eastern Gulf part of Trump's new oil drilling plan - Pensacola News Journal. <a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxOMUpNUEJQZ0NDWlEyamt2OHR0OExybG1YV0xNQ",⚪ Neutral,Neutral,1.0,neutral,0.951,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Trump administration announces plan for new oil drilling off the coasts of California and Florida - CBS News. <a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxObC1McDJfRkpxbGpvWWVqR01iU1Qy",⚪ Neutral,Neutral,1.0,neutral,0.961,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Oil rigs off Florida? Trump says yes, DeSantis says no - Tallahassee Democrat. <a href=""https://news.google.com/rss/articles/CBMi0AFBVV95cUxPNmpOejlBR1RXS0c3cmJRaVk0Vm9nTm1fUVBhdUNJYUJRMWtXM0NNYzYtRkl",⚪ Neutral,Neutral,1.0,neutral,0.862,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"DEI consultant resigns from Cracker Barrel board after heated proxy fight - Fox Business. <a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxQRnlFcUJGenZ3NEgtWkdyUDlvZHIzVUFkM3J5WnB4Tkl4NXM4",⚪ Neutral,Neutral,1.0,neutral,0.959,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Is that a Gold Glove on the roof? Yeah, and it's 30 feet tall - MLB.com. <a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxPQWRlcFVGWUVxOEJhUWZEazJGbjhtUlVtRUwxVmRrcnU2X05UaE1xdDVqWHV0eFJ0N",⚪ Neutral,Neutral,1.0,neutral,0.612,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Gold falls as strong US jobs data dims prospects for December rate cut - Reuters. <a href=""https://news.google.com/rss/articles/CBMiqgFBVV95cUxNbVJhbVJld2lvTzBnSzU3YWt1bkwwUy1QdmJ4LW5JOFhnajdGOUVLRVY3",🟢 Buy,Positive,0.999,neutral,0.839,1.1,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Ancient gold coins stolen from museum after suspects overpower guard, Swiss police say - CBS News. <a href=""https://news.google.com/rss/articles/CBMihgFBVV95cUxQaG9kV1RkakN5NGNWMGs3OFVyOEN3ZERhTW5QejV",⚪ Neutral,Neutral,0.995,neutral,0.918,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Gold price dips as US Fed interest rate cut expectations fall - Yahoo Finance UK. <a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxQVnl4T3N1aGZxckdhM2JEY2lQSENtMmo4RVlHSzh0RGNhUVBxbS1MQTE5",⚪ Neutral,Neutral,0.86,neutral,0.911,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"India's Reliance stops importing Russian crude for refinery operations - Reuters. <a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxQUTNhNnJKdS1GY29xMDhCeUNVN2ZvR1huWDdoNmJwSFB1VmNkSGNZTWsy",⚪ Neutral,Neutral,1.0,neutral,0.949,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Trump inflames California over oil drilling plan for Pacific coast - Reuters. <a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxQRmwwSTFTckpPRDZ0bEFIYzRwcXlFd3YyZF8zNEplM3ZnWFhFYjREa1V5M0x6",⚪ Neutral,Neutral,1.0,neutral,0.964,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,Oil rebounds as deadline on US sanctions waiver looms.,🟢 Buy,Positive,1.0,neutral,0.914,1.1,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Gold price today, Thursday, November 20: Gold holds as rate-cut hopes dwindle - Yahoo Finance. <a href=""https://news.google.com/rss/articles/CBMi5AFBVV95cUxQRHJmNTdqTlpVMU1lYmFxQ2hpdHR2UTJGc3FkdlFZdC1",⚪ Neutral,Neutral,1.0,neutral,0.939,0.0,2025-11-20,GoogleRSS,2025-11-21 04:39:35
Commodities,"Delicious tzatziki yogurt dip with Swiss chard, mint, olive oil, lemon, and garlic. Great with pita chips! #appetizer #easyappetizer #partyappetizer #partysnacks #appetizerideas. Delicious tzatziki yo",⚪ Neutral,Neutral,1.0,admiration,0.634,0.0,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Gold gains with traders awaiting US data for fresh Fed cues. Gold prices saw a slight uptick as investors awaited the crucial U.S. jobs report, which could influence the Federal Reserve's interest rat",🟠 Sell,Negative,1.0,neutral,0.829,-1.1,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Bitcoin, Ethereum, XRP, Dogecoin Fall Even As Stocks Spike After Q3 Nvidia Earnings: Analyst Suggests BTC Whales Are Pivoting From Dumping To Buying. Leading cryptocurrencies failed to capitalize on t",🟢 Buy,Positive,1.0,neutral,0.887,1.2,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Braves acquire Mauricio Dubón from Astros in exchange for Nick Allen. Shortly after the Atlanta Braves announced that they had brought back Raisel Iglesias on a one-year deal, it turns out that Alex A",⚪ Neutral,Neutral,1.0,neutral,0.818,0.0,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,Sampoernas Sell Palm Oil Unit to Posco International’s AGPA.,⚪ Neutral,Neutral,1.0,neutral,0.964,0.0,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Lane Kiffin peppered with coaching job questions on SEC teleconference call. In case you didn’t know, Ole Miss head coach Lane Kiffin is a hot commodity in college coaching circles at the moment. Repo",⚪ Neutral,Neutral,1.0,neutral,0.929,0.0,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Gold Price Rises To Rs 1,23,650 Levels - Check Rates In Delhi, Mumbai And Other Cities. Gold prices in India rose to Rs 1,23,650 on Thursday, as traders indulged in value buying after the release of U",🟢 Buy,Positive,0.5,neutral,0.879,0.935,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Stocks to buy in 2025 for long term: Oil India, Max Financial among 5 stocks that could give 11-50% return. Brokerages remain broadly optimistic across energy, financial services, healthcare, manufact",🟢 Buy,Positive,1.0,neutral,0.597,1.2,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,Alabama Football: The Gold Standard of NFL Player Development. Alabama churns out NFL talent like no other. The Crimson Tide consistently crafts Pro Bowlers and franchise cornerstones.,⚪ Neutral,Neutral,1.0,neutral,0.812,0.0,2025-11-20,NewsAPI,2025-11-21 04:39:35
Commodities,"Solid gold toilet named 'America' sells at auction for $12M - ABC News. <a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxPcVlUV0Z1dXYtT0o4aDhyMjZKRTNiSjdIQ3VmU1ZCQncxZXE3U0dEWTFWLWRsZ25LNk",⚪ Neutral,Neutral,0.998,neutral,0.953,0.0,2025-11-19,GoogleRSS,2025-11-21 04:39:35
Commodities,"EIA forecasts Alaska crude oil production to grow 13% in 2026 - U.S. Energy Information Administration (EIA) (.gov). <a href=""https://news.google.com/rss/articles/CBMiY0FVX3lxTFBYUlRKbWxYSGUwR0lRU05pd",🟢 Buy,Positive,0.98,neutral,0.96,1.093,2025-11-19,GoogleRSS,2025-11-21 04:39:35
Commodities,"Believe It or Not, That $12 Million Gold Toilet Was Bought by … Ripley’s - The New York Times. <a href=""https://news.google.com/rss/articles/CBMigwFBVV95cUxOM1hkeFc1dWZFNXlTMnRBTGNXbnJUR1NhN2RLMG5ocVB",⚪ Neutral,Neutral,1.0,neutral,0.912,0.0,2025-11-19,GoogleRSS,2025-11-21 04:39:35
Commodities,"Gold trims gains after US Fed minutes - Reuters. <a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxQLWVTclNPRGJqcHp1SXRodDVfUURSS0RMNlBPNERqejBrVC1zS3ozZTBoMzAyNzdnOTh2cThDRzFsWXMzODRqMWRnU",⚪ Neutral,Neutral,0.982,neutral,0.952,0.0,2025-11-19,GoogleRSS,2025-11-21 04:39:35
